"","CONTROL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","CVE_AGEB","CVE_MZA","TERRENOS","SUP_TOTAL"
"1807","07103001-4020","07","Chiapas","103","Tuzantán","001-4","020","32",127.8453
"1808","07065012-A006","07","Chiapas","065","Palenque","012-A","006","90",1015.4846
"1809","07062001-A023","07","Chiapas","062","Ostuacán","001-A","023","8",22.5301
"1810","07083003-9025","07","Chiapas","083","Socoltenango","003-9","025","45",95.3068
"1811","07059025-A007","07","Chiapas","059","Ocosingo","025-A","007","114",555.1686
"1812","07043001-4004","07","Chiapas","043","Ixtacomitán","001-4","004","3",179.9405
"1813","07032005-9037","07","Chiapas","032","Escuintla","005-9","037","56",135.5984
"1814","07062001-A047","07","Chiapas","062","Ostuacán","001-A","047","6",9.9279
"1815","07080006-0004","07","Chiapas","080","Siltepec","006-0","004","170",941.842
"1816","07032004-4005","07","Chiapas","032","Escuintla","004-4","005","90",178.371
"1817","07065015-3005","07","Chiapas","065","Palenque","015-3","005","12",709.9983
"1818","07065025-7005","07","Chiapas","065","Palenque","025-7","005","122",1404.4061
"1819","07034003-4006","07","Chiapas","034","Frontera Comalapa","003-4","006","39",157.3516
"1820","07059058-4006","07","Chiapas","059","Ocosingo","058-4","006","53",3510.2854
"1821","07004002-0007","07","Chiapas","004","Altamirano","002-0","007","7",1214.8185
"1822","07039003-0007","07","Chiapas","039","Huitiupán","003-0","007","20",111.998
"1823","07092014-6007","07","Chiapas","092","Tecpatán","014-6","007","6",276.1153
"1824","07030008-8024","07","Chiapas","030","Chicomuselo","008-8","024","18",17.7467
"1825","07065022-3012","07","Chiapas","065","Palenque","022-3","012","6",39.0684
"1826","07097015-7010","07","Chiapas","097","Tonalá","015-7","010","32",386.0671
"1827","07089029-7028","07","Chiapas","089","Tapachula","029-7","028","29",567.7734
"1828","07097012-3008","07","Chiapas","097","Tonalá","012-3","008","13",529.567
"1829","07034004-9013","07","Chiapas","034","Frontera Comalapa","004-9","013","43",148.1827
"1830","07080002-2009","07","Chiapas","080","Siltepec","002-2","009","127",4547.0972
"1831","07104004-5009","07","Chiapas","104","Tzimol","004-5","009","21",1023.5023
"1832","07020014-7011","07","Chiapas","020","La Concordia","014-7","011","41",168.6915
"1833","07054003-7012","07","Chiapas","054","Mazatán","003-7","012","10",77.9922
"1834","07107011-7012","07","Chiapas","107","Villa Corzo","011-7","012","3",33.3545
"1835","07077008-4013","07","Chiapas","077","Salto de Agua","008-4","013","14",29.9731
"1836","07030010-5014","07","Chiapas","030","Chicomuselo","010-5","014","141",174.5016
"1837","07106006-9018","07","Chiapas","106","Venustiano Carranza","006-9","018","4",12.0017
"1838","07106017-7020","07","Chiapas","106","Venustiano Carranza","017-7","020","92",109.9196
"1839","07089029-7021","07","Chiapas","089","Tapachula","029-7","021","19",138.093
"1840","07027011-4001","07","Chiapas","027","Chiapa de Corzo","011-4","001","1185",1904.9273
"1841","07020011-3021","07","Chiapas","020","La Concordia","011-3","021","69",344.198
"1842","07059028-3021","07","Chiapas","059","Ocosingo","028-3","021","11",32.3941
"1843","07077011-6023","07","Chiapas","077","Salto de Agua","011-6","023","86",194.1617
"1844","07039004-5028","07","Chiapas","039","Huitiupán","004-5","028","43",49.6091
"1845","07059052-7003","07","Chiapas","059","Ocosingo","052-7","003","59",1398.6953
"1846","07061008-4025","07","Chiapas","061","Ocozocoautla de Espinosa","008-4","025","13",378.9933
"1847","07104003-0025","07","Chiapas","104","Tzimol","003-0","025","1",45.6467
"1848","07037005-5037","07","Chiapas","037","Huehuetán","005-5","037","38",48.1197
"1849","07061018-8004","07","Chiapas","061","Ocozocoautla de Espinosa","018-8","004","9",843.0294
"1850","07017010-3002","07","Chiapas","017","Cintalapa","010-3","002","12",663.1994
"1851","07052017-4002","07","Chiapas","052","Las Margaritas","017-4","002","3",741.5748
"1852","07020016-6003","07","Chiapas","020","La Concordia","016-6","003","3",8.9229
"1853","07065030-8002","07","Chiapas","065","Palenque","030-8","002","25",887.0233
